geography,date,sex,age,isced11,Population_in_thousands,Country_Name,Life_expectancy_in_years
PT,2013,F,Y40-64,ED5-8,315.6,Portugal,84
PT,2013,F,Y40-59,TOTAL,1553.4,Portugal,84
PT,2013,F,Y50-74,ED3_4,132.9,Portugal,84
PT,2013,F,Y20-64,TOTAL,3257.1,Portugal,84
PT,2013,F,Y55-64,ED0-2,555.2,Portugal,84
PT,2013,F,Y55-64,ED5-8,88.7,Portugal,84
PT,2013,F,Y45-49,ED5-8,74.9,Portugal,84
PT,2013,F,Y40-64,ED0-2,1291.5,Portugal,84
PT,2013,F,Y55-59,ED3_4,35.5,Portugal,84
PT,2013,F,Y50-59,ED3_4,93.7,Portugal,84
PT,2013,F,Y40-44,TOTAL,405.8,Portugal,84
PT,2013,M,Y40-59,ED5-8,183.9,Portugal,77.6
PT,2013,M,Y25-49,ED3_4,445.4,Portugal,77.6
PT,2013,M,Y15-39,ED5-8,248.1,Portugal,77.6
PT,2013,M,Y15-19,ED3_4,46.4,Portugal,77.6
PT,2013,M,Y55-59,ED0-2,244.2,Portugal,77.6
PT,2013,M,Y15-24,ED0-2,336.2,Portugal,77.6
PT,2013,M,Y50-54,ED5-8,36.5,Portugal,77.6
PT,2013,M,Y35-39,ED3_4,99.1,Portugal,77.6
PT,2013,M,Y50-54,TOTAL,358.3,Portugal,77.6
PT,2013,M,Y15-39,ED0-2,850.2,Portugal,77.6
PT,2013,M,Y50-74,ED5-8,139,Portugal,77.6
PT,2013,M,Y50-59,ED3_4,86.9,Portugal,77.6
PT,2013,M,Y25-29,ED0-2,132.1,Portugal,77.6
PT,2013,M,Y25-64,ED3_4,558.5,Portugal,77.6
PT,2013,M,Y55-64,ED5-8,65.9,Portugal,77.6
PT,2013,M,Y55-64,ED3_4,68.1,Portugal,77.6
PT,2013,M,Y40-44,TOTAL,381.8,Portugal,77.6
PT,2013,M,Y40-59,ED3_4,230,Portugal,77.6
PT,2013,M,Y40-44,ED3_4,80.6,Portugal,77.6
PT,2013,M,Y50-74,TOTAL,1455.6,Portugal,77.6
PT,2013,M,Y25-74,ED0-2,2188.2,Portugal,77.6
PT,2013,M,Y65-69,ED3_4,18.5,Portugal,77.6
PT,2013,M,Y25-54,ED3_4,490.3,Portugal,77.6
PT,2013,M,Y40-44,ED5-8,61.7,Portugal,77.6
PT,2013,M,Y35-39,ED5-8,72.4,Portugal,77.6
PT,2013,M,Y35-39,TOTAL,395.9,Portugal,77.6
PT,2013,M,Y25-39,ED0-2,513.9,Portugal,77.6
PT,2013,M,Y50-74,ED3_4,143.5,Portugal,77.6
PT,2013,M,Y25-64,ED5-8,424.4,Portugal,77.6
PT,2013,M,Y25-39,TOTAL,1030.3,Portugal,77.6
PT,2013,M,Y15-59,ED0-2,1872.4,Portugal,77.6
PT,2013,M,Y60-64,ED3_4,26.2,Portugal,77.6
PT,2013,M,Y60-64,ED0-2,251,Portugal,77.6
PT,2013,M,Y25-29,ED5-8,59.9,Portugal,77.6
PT,2013,M,Y25-29,TOTAL,294.1,Portugal,77.6
PT,2013,M,Y20-64,TOTAL,3054.4,Portugal,77.6
PT,2013,M,Y50-64,ED0-2,772.1,Portugal,77.6
PT,2013,M,Y25-59,ED0-2,1536.2,Portugal,77.6
PT,2013,M,Y15-59,ED5-8,432.1,Portugal,77.6
PT,2013,M,Y55-59,TOTAL,325.6,Portugal,77.6
PT,2013,M,Y15-24,ED5-8,34,Portugal,77.6
PT,2013,M,Y60-64,ED5-8,26.4,Portugal,77.6
PT,2013,M,Y15-39,TOTAL,1593.9,Portugal,77.6
PT,2013,M,Y25-49,ED0-2,1015.1,Portugal,77.6
PT,2013,M,Y15-74,ED5-8,495.1,Portugal,77.6
PT,2013,M,Y40-64,TOTAL,1739.7,Portugal,77.6
PT,2013,M,Y45-49,ED3_4,62.5,Portugal,77.6
PT,2013,M,Y55-59,ED5-8,39.5,Portugal,77.6
PT,2013,M,Y65-69,ED5-8,21.8,Portugal,77.6
PT,2013,M,Y20-24,TOTAL,284.3,Portugal,77.6
PT,2013,M,Y45-49,TOTAL,370.5,Portugal,77.6
PT,2013,M,Y30-34,ED0-2,157.4,Portugal,77.6
PT,2013,M,Y15-19,ED0-2,232.9,Portugal,77.6
PT,2013,M,Y50-64,TOTAL,987.5,Portugal,77.6
PT,2013,M,Y15-59,TOTAL,3030.2,Portugal,77.6
PT,2013,M,Y15-24,ED3_4,193.4,Portugal,77.6
PT,2013,M,Y25-54,ED5-8,358.6,Portugal,77.6
PT,2013,M,Y25-49,ED5-8,322,Portugal,77.6
PT,2013,M,Y45-49,ED0-2,261.7,Portugal,77.6
PT,2013,M,Y50-59,ED5-8,76,Portugal,77.6
PT,2013,M,Y60-64,TOTAL,303.5,Portugal,77.6
PT,2013,M,Y40-44,ED0-2,239.4,Portugal,77.6
PT,2013,M,Y50-54,ED3_4,44.9,Portugal,77.6
PT,2013,M,Y20-24,ED3_4,147,Portugal,77.6
PT,2013,M,Y55-64,ED0-2,495.2,Portugal,77.6
PT,2013,M,Y25-74,ED3_4,588.9,Portugal,77.6
PT,2013,M,Y15-19,TOTAL,279.3,Portugal,77.6
PT,2013,M,Y15-64,ED0-2,2123.4,Portugal,77.6
PT,2013,M,Y50-54,ED0-2,276.9,Portugal,77.6
PT,2013,M,Y25-54,ED0-2,1292,Portugal,77.6
PT,2013,M,Y25-29,ED3_4,102,Portugal,77.6
PT,2013,M,Y65-69,ED0-2,216.9,Portugal,77.6
PT,2013,M,Y20-64,ED0-2,1890.5,Portugal,77.6
PT,2013,M,Y25-64,TOTAL,2770.1,Portugal,77.6
PT,2013,M,Y15-74,ED3_4,782.3,Portugal,77.6
PT,2013,M,Y40-59,TOTAL,1436.2,Portugal,77.6
PT,2013,M,Y25-59,TOTAL,2466.5,Portugal,77.6
PT,2013,M,Y25-74,ED5-8,461,Portugal,77.6
PT,2013,M,Y15-59,ED3_4,725.7,Portugal,77.6
PT,2013,M,Y50-59,ED0-2,521.1,Portugal,77.6
PT,2013,M,Y25-54,TOTAL,2140.9,Portugal,77.6
PT,2013,M,Y55-64,TOTAL,629.1,Portugal,77.6
PT,2013,M,Y15-64,ED3_4,751.9,Portugal,77.6
PT,2013,M,Y25-64,ED0-2,1787.2,Portugal,77.6
PT,2013,M,Y25-39,ED5-8,214.1,Portugal,77.6
PT,2013,M,Y15-39,ED3_4,495.7,Portugal,77.6
PT,2013,M,Y40-64,ED5-8,210.3,Portugal,77.6
PT,2013,M,Y25-39,ED3_4,302.3,Portugal,77.6
PT,2013,M,Y65-69,TOTAL,257.2,Portugal,77.6
PT,2013,M,Y20-24,ED5-8,34,Portugal,77.6
PT,2013,M,Y15-64,TOTAL,3333.7,Portugal,77.6
PT,2013,M,Y30-34,ED5-8,81.8,Portugal,77.6
PT,2013,M,Y40-64,ED3_4,256.2,Portugal,77.6
PT,2013,M,Y15-64,ED5-8,458.4,Portugal,77.6
PT,2013,M,Y40-64,ED0-2,1273.2,Portugal,77.6
PT,2013,M,Y20-64,ED3_4,705.5,Portugal,77.6
PT,2013,M,Y45-49,ED5-8,46.2,Portugal,77.6
PT,2013,M,Y25-49,TOTAL,1782.6,Portugal,77.6
PT,2013,M,Y50-64,ED5-8,102.4,Portugal,77.6
PT,2013,M,Y25-74,TOTAL,3238.2,Portugal,77.6
PT,2013,M,Y25-59,ED5-8,398,Portugal,77.6
PT,2013,M,Y25-59,ED3_4,532.3,Portugal,77.6
PT,2013,M,Y20-64,ED5-8,458.4,Portugal,77.6
PT,2013,M,Y55-59,ED3_4,42,Portugal,77.6
PT,2013,M,Y15-74,ED0-2,2524.4,Portugal,77.6
PT,2013,M,Y40-59,ED0-2,1022.3,Portugal,77.6
PT,2013,M,Y15-74,TOTAL,3801.8,Portugal,77.6
PT,2013,M,Y20-24,ED0-2,103.3,Portugal,77.6
PT,2013,M,Y35-39,ED0-2,224.4,Portugal,77.6
PT,2013,M,Y30-34,ED3_4,101.1,Portugal,77.6
PT,2013,M,Y15-24,TOTAL,563.6,Portugal,77.6
PT,2013,M,Y30-34,TOTAL,340.3,Portugal,77.6
PT,2013,M,Y50-74,ED0-2,1173.1,Portugal,77.6
PT,2013,M,Y50-64,ED3_4,113,Portugal,77.6
PT,2013,M,Y50-59,TOTAL,684,Portugal,77.6
PT,2014,F,Y25-49,TOTAL,1858.8,Portugal,84.4
PT,2014,F,Y15-74,ED3_4,865.1,Portugal,84.4
PT,2014,F,Y15-64,ED3_4,842.9,Portugal,84.4
PT,2014,F,Y25-74,TOTAL,3548.2,Portugal,84.4
PT,2014,F,Y50-59,ED3_4,111.3,Portugal,84.4
PT,2014,F,Y30-34,ED0-2,102.1,Portugal,84.4
PT,2014,F,Y15-24,ED5-8,65.6,Portugal,84.4
PT,2014,F,Y40-59,ED0-2,950.7,Portugal,84.4
PT,2014,F,Y55-59,TOTAL,364.5,Portugal,84.4
PT,2014,F,Y55-59,ED0-2,266.5,Portugal,84.4
PT,2014,F,Y25-64,ED3_4,637.8,Portugal,84.4
PT,2014,F,Y25-29,ED5-8,112.9,Portugal,84.4
PT,2014,F,Y40-44,ED0-2,194.3,Portugal,84.4
PT,2014,F,Y25-39,ED0-2,326.3,Portugal,84.4
PT,2014,F,Y25-59,ED0-2,1277,Portugal,84.4
PT,2014,F,Y50-59,ED5-8,124.6,Portugal,84.4
PT,2014,F,Y15-59,ED3_4,821,Portugal,84.4
PT,2014,F,Y25-64,ED0-2,1555.1,Portugal,84.4
PT,2014,F,Y40-64,TOTAL,1908.9,Portugal,84.4
PT,2014,F,Y50-54,ED5-8,67.3,Portugal,84.4
PT,2014,F,Y40-64,ED3_4,309,Portugal,84.4
PT,2014,F,Y50-54,ED0-2,255.3,Portugal,84.4
PT,2014,F,Y45-49,ED3_4,74.1,Portugal,84.4
PT,2014,F,Y45-49,TOTAL,396.3,Portugal,84.4
PT,2014,F,Y30-34,ED5-8,135.6,Portugal,84.4
PT,2014,F,Y25-74,ED3_4,660,Portugal,84.4
PT,2014,F,Y50-64,ED5-8,167.6,Portugal,84.4
PT,2014,F,Y40-44,ED3_4,101.7,Portugal,84.4
PT,2014,F,Y60-64,ED5-8,43,Portugal,84.4
PT,2014,F,Y65-69,ED0-2,280.9,Portugal,84.4
PT,2014,F,Y45-49,ED0-2,234.6,Portugal,84.4
PT,2014,F,Y40-59,TOTAL,1565.9,Portugal,84.4
PT,2014,F,Y25-39,TOTAL,1050.5,Portugal,84.4
PT,2014,F,Y65-69,ED5-8,21.5,Portugal,84.4
PT,2014,F,Y50-64,TOTAL,1100.7,Portugal,84.4
PT,2014,F,Y25-54,ED5-8,666.3,Portugal,84.4
PT,2014,F,Y50-59,TOTAL,757.7,Portugal,84.4
PT,2014,F,Y15-74,TOTAL,4093.9,Portugal,84.4
PT,2014,F,Y15-64,ED0-2,1830.1,Portugal,84.4
PT,2014,F,Y25-74,ED5-8,805.4,Portugal,84.4
PT,2014,F,Y40-59,ED5-8,328.1,Portugal,84.4
PT,2014,F,Y40-59,ED3_4,287.1,Portugal,84.4
PT,2014,F,Y35-39,ED0-2,149.1,Portugal,84.4
PT,2014,F,Y15-39,ED3_4,533.8,Portugal,84.4
PT,2014,F,Y15-19,ED3_4,57.8,Portugal,84.4
PT,2014,F,Y25-54,ED3_4,575.1,Portugal,84.4
PT,2014,F,Y60-64,ED0-2,278.1,Portugal,84.4
PT,2014,F,Y40-64,ED5-8,371.1,Portugal,84.4
PT,2014,F,Y25-64,ED5-8,766.6,Portugal,84.4
PT,2014,F,Y50-74,TOTAL,1689.4,Portugal,84.4
PT,2014,F,Y15-39,ED5-8,461.1,Portugal,84.4
PT,2014,F,Y15-64,ED5-8,832.2,Portugal,84.4
PT,2014,F,Y25-54,TOTAL,2252,Portugal,84.4
PT,2014,F,Y35-39,ED3_4,117.3,Portugal,84.4
PT,2014,F,Y50-54,ED3_4,70.6,Portugal,84.4
PT,2014,F,Y55-64,ED0-2,544.6,Portugal,84.4
PT,2014,F,Y20-64,ED5-8,832.1,Portugal,84.4
PT,2014,F,Y15-74,ED5-8,871,Portugal,84.4
PT,2014,F,Y40-44,ED5-8,116,Portugal,84.4
PT,2014,F,Y25-59,ED3_4,615.9,Portugal,84.4
PT,2014,F,Y45-49,ED5-8,87.5,Portugal,84.4
PT,2014,F,Y20-24,TOTAL,277.1,Portugal,84.4
PT,2014,F,Y20-64,ED3_4,785.1,Portugal,84.4
PT,2014,F,Y30-34,ED3_4,110.9,Portugal,84.4
PT,2014,F,Y25-29,TOTAL,288.4,Portugal,84.4
PT,2014,F,Y20-24,ED5-8,65.5,Portugal,84.4
PT,2014,F,Y15-24,TOTAL,545.8,Portugal,84.4
PT,2014,F,Y55-64,TOTAL,707.5,Portugal,84.4
PT,2014,F,Y15-39,ED0-2,601.3,Portugal,84.4
PT,2014,F,Y15-59,ED0-2,1552,Portugal,84.4
PT,2014,F,Y50-74,ED0-2,1327.6,Portugal,84.4
PT,2014,F,Y55-64,ED3_4,62.6,Portugal,84.4
PT,2014,F,Y50-64,ED3_4,133.2,Portugal,84.4
PT,2014,F,Y60-64,TOTAL,343,Portugal,84.4
PT,2014,F,Y35-39,TOTAL,413.5,Portugal,84.4
PT,2014,F,Y65-69,ED3_4,15.2,Portugal,84.4
PT,2014,F,Y55-59,ED5-8,57.3,Portugal,84.4
PT,2014,F,Y20-64,TOTAL,3236.5,Portugal,84.4
PT,2014,F,Y25-49,ED5-8,599,Portugal,84.4
PT,2014,F,Y15-59,TOTAL,3162.2,Portugal,84.4
PT,2014,F,Y50-74,ED3_4,155.5,Portugal,84.4
PT,2014,F,Y55-59,ED3_4,40.7,Portugal,84.4
PT,2014,F,Y15-64,TOTAL,3505.2,Portugal,84.4
PT,2014,F,Y50-64,ED0-2,799.9,Portugal,84.4
PT,2014,F,Y40-44,TOTAL,412,Portugal,84.4
PT,2014,F,Y55-64,ED5-8,100.3,Portugal,84.4
PT,2014,F,Y20-24,ED0-2,64.2,Portugal,84.4
PT,2014,F,Y60-64,ED3_4,21.9,Portugal,84.4
PT,2014,F,Y25-59,ED5-8,723.5,Portugal,84.4
PT,2014,F,Y65-69,TOTAL,317.7,Portugal,84.4
PT,2014,F,Y25-49,ED0-2,755.2,Portugal,84.4
PT,2014,F,Y25-39,ED3_4,328.7,Portugal,84.4
PT,2014,F,Y25-39,ED5-8,395.5,Portugal,84.4
PT,2014,F,Y25-29,ED3_4,100.5,Portugal,84.4
PT,2014,F,Y25-59,TOTAL,2616.4,Portugal,84.4
PT,2014,F,Y30-34,TOTAL,348.6,Portugal,84.4
PT,2014,F,Y15-19,TOTAL,268.7,Portugal,84.4
PT,2014,F,Y50-54,TOTAL,393.2,Portugal,84.4
PT,2014,F,Y15-19,ED0-2,210.8,Portugal,84.4
PT,2014,F,Y15-74,ED0-2,2357.8,Portugal,84.4
PT,2014,F,Y25-64,TOTAL,2959.5,Portugal,84.4
PT,2014,F,Y15-24,ED3_4,205.1,Portugal,84.4
PT,2014,F,Y15-39,TOTAL,1596.3,Portugal,84.4
PT,2014,F,Y50-74,ED5-8,206.4,Portugal,84.4
PT,2014,F,Y15-59,ED5-8,789.2,Portugal,84.4
PT,2014,F,Y25-49,ED3_4,504.5,Portugal,84.4
PT,2014,F,Y25-29,ED0-2,75.1,Portugal,84.4
PT,2014,F,Y35-39,ED5-8,147,Portugal,84.4
PT,2014,F,Y20-64,ED0-2,1619.3,Portugal,84.4
PT,2014,F,Y25-74,ED0-2,2082.8,Portugal,84.4
PT,2014,F,Y25-54,ED0-2,1010.5,Portugal,84.4
PT,2014,F,Y40-64,ED0-2,1228.8,Portugal,84.4
PT,2014,F,Y20-24,ED3_4,147.3,Portugal,84.4
PT,2014,F,Y15-24,ED0-2,275,Portugal,84.4
PT,2014,F,Y50-59,ED0-2,521.8,Portugal,84.4
PT,2014,M,Y25-64,ED0-2,1673.6,Portugal,78
PT,2014,M,Y25-54,ED5-8,397.9,Portugal,78
PT,2014,M,Y20-64,ED3_4,741.2,Portugal,78
PT,2014,M,Y50-54,ED5-8,41,Portugal,78
PT,2014,M,Y25-74,TOTAL,3209.5,Portugal,78
PT,2014,M,Y60-64,ED3_4,27.2,Portugal,78
PT,2014,M,Y25-74,ED3_4,616.8,Portugal,78
PT,2014,M,Y15-64,ED5-8,505.5,Portugal,78
PT,2014,M,Y55-64,ED5-8,71.7,Portugal,78
PT,2014,M,Y45-49,ED0-2,242,Portugal,78
PT,2014,M,Y25-49,ED5-8,356.9,Portugal,78
PT,2014,M,Y40-64,TOTAL,1741.3,Portugal,78
PT,2014,M,Y25-64,TOTAL,2733,Portugal,78
PT,2014,M,Y20-24,ED5-8,35.9,Portugal,78
PT,2014,M,Y40-59,ED0-2,977.7,Portugal,78
PT,2014,M,Y15-64,TOTAL,3289.1,Portugal,78
PT,2014,M,Y25-29,TOTAL,282,Portugal,78
PT,2014,M,Y25-39,ED3_4,307.8,Portugal,78
PT,2014,M,Y50-64,ED5-8,112.7,Portugal,78
PT,2014,M,Y40-59,TOTAL,1437.9,Portugal,78
PT,2014,M,Y30-34,ED0-2,150.3,Portugal,78
PT,2014,M,Y25-39,ED0-2,453.4,Portugal,78
PT,2014,M,Y15-19,TOTAL,278.3,Portugal,78
PT,2014,M,Y15-39,TOTAL,1547.8,Portugal,78
PT,2014,M,Y55-64,TOTAL,631.7,Portugal,78
PT,2014,M,Y25-29,ED5-8,67.3,Portugal,78
PT,2014,M,Y65-69,TOTAL,264.2,Portugal,78
PT,2014,M,Y25-29,ED0-2,112.8,Portugal,78
PT,2014,M,Y55-64,ED0-2,488.1,Portugal,78
PT,2014,M,Y50-74,ED3_4,153.4,Portugal,78
PT,2014,M,Y15-59,ED3_4,758.4,Portugal,78
PT,2014,M,Y20-24,ED0-2,90.5,Portugal,78
PT,2014,M,Y50-54,ED0-2,265.6,Portugal,78
PT,2014,M,Y50-54,ED3_4,54.3,Portugal,78
PT,2014,M,Y40-59,ED5-8,205.5,Portugal,78
PT,2014,M,Y50-74,ED5-8,154.1,Portugal,78
PT,2014,M,Y55-59,ED3_4,44.7,Portugal,78
PT,2014,M,Y25-54,ED0-2,1185.5,Portugal,78
PT,2014,M,Y30-34,TOTAL,326.5,Portugal,78
PT,2014,M,Y15-24,ED0-2,324.4,Portugal,78
PT,2014,M,Y15-64,ED0-2,1998,Portugal,78
PT,2014,M,Y15-74,TOTAL,3765.7,Portugal,78
PT,2014,M,Y15-19,ED0-2,233.9,Portugal,78
PT,2014,M,Y25-59,ED0-2,1431.1,Portugal,78
PT,2014,M,Y30-34,ED5-8,75.8,Portugal,78
PT,2014,M,Y50-59,TOTAL,689.3,Portugal,78
PT,2014,M,Y25-64,ED5-8,469.6,Portugal,78
PT,2014,M,Y35-39,TOTAL,383.2,Portugal,78
PT,2014,M,Y50-54,TOTAL,360.9,Portugal,78
PT,2014,M,Y40-44,TOTAL,382.5,Portugal,78
PT,2014,M,Y15-59,TOTAL,2985.8,Portugal,78
PT,2014,M,Y45-49,ED5-8,56.6,Portugal,78
PT,2014,M,Y25-74,ED0-2,2081.7,Portugal,78
PT,2014,M,Y45-49,TOTAL,366.1,Portugal,78
PT,2014,M,Y25-59,ED3_4,562.5,Portugal,78
PT,2014,M,Y25-39,TOTAL,991.7,Portugal,78
PT,2014,M,Y15-24,ED3_4,195.9,Portugal,78
PT,2014,M,Y35-39,ED3_4,105.5,Portugal,78
PT,2014,M,Y15-59,ED0-2,1755.5,Portugal,78
PT,2014,M,Y60-64,ED5-8,33.6,Portugal,78
PT,2014,M,Y40-64,ED3_4,282,Portugal,78
PT,2014,M,Y55-59,ED0-2,245.6,Portugal,78
PT,2014,M,Y15-19,ED3_4,44.5,Portugal,78
PT,2014,M,Y15-39,ED0-2,777.8,Portugal,78
PT,2014,M,Y35-39,ED0-2,190.3,Portugal,78
PT,2014,M,Y15-64,ED3_4,785.6,Portugal,78
PT,2014,M,Y40-64,ED5-8,239.1,Portugal,78
PT,2014,M,Y50-59,ED5-8,79.1,Portugal,78
PT,2014,M,Y55-59,TOTAL,328.4,Portugal,78
PT,2014,M,Y40-64,ED0-2,1220.2,Portugal,78
PT,2014,M,Y50-74,ED0-2,1161.8,Portugal,78
PT,2014,M,Y50-64,ED3_4,126.3,Portugal,78
PT,2014,M,Y25-49,ED0-2,919.9,Portugal,78
PT,2014,M,Y50-64,TOTAL,992.7,Portugal,78
PT,2014,M,Y65-69,ED5-8,22.7,Portugal,78
PT,2014,M,Y65-69,ED0-2,223.9,Portugal,78
PT,2014,M,Y15-24,ED5-8,35.9,Portugal,78
PT,2014,M,Y20-64,ED5-8,505.5,Portugal,78
PT,2014,M,Y55-59,ED5-8,38.1,Portugal,78
PT,2014,M,Y50-59,ED3_4,99.1,Portugal,78
PT,2014,M,Y25-64,ED3_4,589.7,Portugal,78
PT,2014,M,Y50-59,ED0-2,511.1,Portugal,78
PT,2014,M,Y15-74,ED3_4,812.7,Portugal,78
PT,2014,M,Y40-44,ED5-8,69.8,Portugal,78
PT,2014,M,Y15-24,TOTAL,556.1,Portugal,78
PT,2014,M,Y50-64,ED0-2,753.7,Portugal,78
PT,2014,M,Y25-74,ED5-8,511,Portugal,78
PT,2014,M,Y40-44,ED0-2,224.6,Portugal,78
PT,2014,M,Y45-49,ED3_4,67.5,Portugal,78
PT,2014,M,Y25-54,TOTAL,2101.3,Portugal,78
PT,2014,M,Y40-44,ED3_4,88.1,Portugal,78
PT,2014,M,Y20-24,ED3_4,151.4,Portugal,78
PT,2014,M,Y25-59,ED5-8,436.1,Portugal,78
PT,2014,M,Y25-49,ED3_4,463.4,Portugal,78
PT,2014,M,Y25-39,ED5-8,230.6,Portugal,78
PT,2014,M,Y15-39,ED3_4,503.6,Portugal,78
PT,2014,M,Y15-39,ED5-8,266.4,Portugal,78
PT,2014,M,Y65-69,ED3_4,17.7,Portugal,78
PT,2014,M,Y20-64,ED0-2,1764.1,Portugal,78
PT,2014,M,Y25-59,TOTAL,2429.7,Portugal,78
PT,2014,M,Y25-49,TOTAL,1740.3,Portugal,78
PT,2014,M,Y60-64,TOTAL,303.4,Portugal,78
PT,2014,M,Y15-74,ED0-2,2406.1,Portugal,78
PT,2014,M,Y20-64,TOTAL,3010.8,Portugal,78
PT,2014,M,Y55-64,ED3_4,72,Portugal,78
PT,2014,M,Y15-59,ED5-8,471.9,Portugal,78
PT,2014,M,Y30-34,ED3_4,100.4,Portugal,78
PT,2014,M,Y25-54,ED3_4,517.8,Portugal,78
PT,2014,M,Y20-24,TOTAL,277.8,Portugal,78
PT,2014,M,Y40-59,ED3_4,254.7,Portugal,78
PT,2014,M,Y50-74,TOTAL,1469.2,Portugal,78
PT,2014,M,Y25-29,ED3_4,101.9,Portugal,78
PT,2014,M,Y15-74,ED5-8,546.9,Portugal,78
PT,2014,M,Y35-39,ED5-8,87.4,Portugal,78
PT,2014,M,Y60-64,ED0-2,242.5,Portugal,78
PT,2015,F,Y25-59,ED5-8,746.8,Portugal,84.3
PT,2015,F,Y50-64,ED3_4,143.3,Portugal,84.3
PT,2015,F,Y40-44,ED5-8,126.1,Portugal,84.3
PT,2015,F,Y20-64,ED3_4,793.2,Portugal,84.3
PT,2015,F,Y30-34,ED3_4,103.5,Portugal,84.3
PT,2015,F,Y45-49,ED0-2,230.8,Portugal,84.3
PT,2015,F,Y25-59,ED3_4,610.4,Portugal,84.3
PT,2015,F,Y50-64,ED0-2,795.6,Portugal,84.3
PT,2015,F,Y40-44,ED3_4,103.9,Portugal,84.3
PT,2015,F,Y25-29,TOTAL,280.3,Portugal,84.3
PT,2015,F,Y25-64,ED5-8,790.8,Portugal,84.3
PT,2015,F,Y15-59,ED5-8,811.7,Portugal,84.3
PT,2015,F,Y15-24,TOTAL,543,Portugal,84.3
PT,2015,F,Y15-59,TOTAL,3135.1,Portugal,84.3
PT,2015,F,Y40-64,ED3_4,327,Portugal,84.3
PT,2015,F,Y15-64,ED5-8,855.8,Portugal,84.3
PT,2015,F,Y50-54,TOTAL,396.6,Portugal,84.3
PT,2015,F,Y40-59,ED3_4,301.3,Portugal,84.3
PT,2015,F,Y60-64,ED0-2,276.1,Portugal,84.3
PT,2015,F,Y25-74,ED0-2,2037.1,Portugal,84.3
PT,2015,F,Y50-54,ED0-2,255.1,Portugal,84.3
PT,2015,F,Y55-64,ED5-8,99.6,Portugal,84.3
PT,2015,F,Y30-34,ED0-2,97,Portugal,84.3
PT,2015,F,Y65-69,ED3_4,18.4,Portugal,84.3
PT,2015,F,Y25-49,ED0-2,715.3,Portugal,84.3
PT,2015,F,Y25-49,TOTAL,1827.5,Portugal,84.3
PT,2015,F,Y40-64,ED0-2,1213.9,Portugal,84.3
PT,2015,F,Y35-39,TOTAL,401.1,Portugal,84.3
PT,2015,F,Y50-74,ED0-2,1321.8,Portugal,84.3
PT,2015,F,Y40-44,ED0-2,187.5,Portugal,84.3
PT,2015,F,Y20-24,ED3_4,157.1,Portugal,84.3
PT,2015,F,Y60-64,ED3_4,25.7,Portugal,84.3
PT,2015,F,Y50-54,ED5-8,71.8,Portugal,84.3
PT,2015,F,Y15-74,ED0-2,2296.8,Portugal,84.3
PT,2015,F,Y15-74,TOTAL,4077.3,Portugal,84.3
PT,2015,F,Y40-44,TOTAL,417.6,Portugal,84.3
PT,2015,F,Y15-39,ED0-2,556.8,Portugal,84.3
PT,2015,F,Y25-59,TOTAL,2592.1,Portugal,84.3
PT,2015,F,Y25-54,ED0-2,970.4,Portugal,84.3
PT,2015,F,Y15-74,ED3_4,880.2,Portugal,84.3
PT,2015,F,Y30-34,ED5-8,134.3,Portugal,84.3
PT,2015,F,Y15-24,ED5-8,64.9,Portugal,84.3
PT,2015,F,Y45-49,ED3_4,79.8,Portugal,84.3
PT,2015,F,Y20-24,TOTAL,270.7,Portugal,84.3
PT,2015,F,Y15-39,TOTAL,1559.3,Portugal,84.3
PT,2015,F,Y15-39,ED5-8,475.1,Portugal,84.3
PT,2015,F,Y55-59,TOTAL,368,Portugal,84.3
PT,2015,F,Y25-59,ED0-2,1234.9,Portugal,84.3
PT,2015,F,Y45-49,TOTAL,393.7,Portugal,84.3
PT,2015,F,Y15-74,ED5-8,900.3,Portugal,84.3
PT,2015,F,Y15-24,ED3_4,218.4,Portugal,84.3
PT,2015,F,Y20-24,ED5-8,64.9,Portugal,84.3
PT,2015,F,Y25-54,TOTAL,2224.1,Portugal,84.3
PT,2015,F,Y50-59,ED3_4,117.6,Portugal,84.3
PT,2015,F,Y25-64,ED0-2,1511,Portugal,84.3
PT,2015,F,Y50-59,TOTAL,764.5,Portugal,84.3
PT,2015,F,Y55-59,ED0-2,264.5,Portugal,84.3
PT,2015,F,Y55-64,ED3_4,73.6,Portugal,84.3
PT,2015,F,Y25-49,ED5-8,619.4,Portugal,84.3
PT,2015,F,Y40-64,ED5-8,380.6,Portugal,84.3
PT,2015,F,Y15-19,TOTAL,272.3,Portugal,84.3
PT,2015,F,Y20-24,ED0-2,48.7,Portugal,84.3
PT,2015,F,Y50-74,TOTAL,1706.7,Portugal,84.3
PT,2015,F,Y20-64,ED5-8,855.8,Portugal,84.3
PT,2015,F,Y40-59,TOTAL,1575.8,Portugal,84.3
PT,2015,F,Y35-39,ED0-2,131.1,Portugal,84.3
PT,2015,F,Y15-19,ED3_4,61.3,Portugal,84.3
PT,2015,F,Y30-34,TOTAL,334.9,Portugal,84.3
PT,2015,F,Y15-24,ED0-2,259.7,Portugal,84.3
PT,2015,F,Y25-39,TOTAL,1016.3,Portugal,84.3
PT,2015,F,Y25-64,ED3_4,636.1,Portugal,84.3
PT,2015,F,Y20-64,ED0-2,1559.6,Portugal,84.3
PT,2015,F,Y25-39,ED3_4,309,Portugal,84.3
PT,2015,F,Y15-64,ED3_4,854.4,Portugal,84.3
