unit,sex,statinfo,geography,date,value
YR,F,LE_0,RO,2018,79.2
YR,F,LE_0,SE,2018,84.3
YR,F,LE_0,SI,2018,84.4
YR,F,LE_0,SK,2018,80.8
YR,F,LE_0,UK,2018,83.1
YR,M,LE_0,AT,2018,79.4
YR,M,LE_0,BE,2018,79.4
YR,M,LE_0,BG,2018,71.5
YR,M,LE_0,CH,2018,81.9
YR,M,LE_0,CY,2018,80.9
YR,M,LE_0,CZ,2018,76.2
YR,M,LE_0,DE,2018,78.6
YR,M,LE_0,DK,2018,79.1
YR,M,LE_0,EE,2018,74.0
YR,M,LE_0,EL,2018,79.3
YR,M,LE_0,ES,2018,80.7
YR,M,LE_0,EU27_2020,2018,78.2
YR,M,LE_0,EU28,2018,78.3
YR,M,LE_0,FI,2018,79.1
YR,M,LE_0,FR,2018,79.7
YR,M,LE_0,HR,2018,74.9
YR,M,LE_0,HU,2018,72.7
YR,M,LE_0,IE,2018,80.4
YR,M,LE_0,IS,2018,81.3
YR,M,LE_0,IT,2018,81.2
YR,M,LE_0,LT,2018,70.9
YR,M,LE_0,LU,2018,80.1
YR,M,LE_0,LV,2018,70.1
YR,M,LE_0,MT,2018,80.4
YR,M,LE_0,NL,2018,80.3
YR,M,LE_0,NO,2018,81.1
YR,M,LE_0,PL,2018,73.7
YR,M,LE_0,PT,2018,78.3
YR,M,LE_0,RO,2018,71.7
YR,M,LE_0,SE,2018,80.9
YR,M,LE_0,SI,2018,78.5
YR,M,LE_0,SK,2018,73.9
YR,M,LE_0,UK,2018,79.5
YR,F,LE_0,AT,2019,84.2
YR,F,LE_0,BE,2019,84.3
YR,F,LE_0,BG,2019,78.8
YR,F,LE_0,CH,2019,85.8
YR,F,LE_0,CY,2019,84.4
YR,F,LE_0,CZ,2019,82.2
YR,F,LE_0,DE,2019,83.7
YR,F,LE_0,DK,2019,83.5
YR,F,LE_0,EE,2019,83.0
YR,F,LE_0,EL,2019,84.2
YR,F,LE_0,ES,2019,86.7
YR,F,LE_0,EU27_2020,2019,84.0
YR,F,LE_0,EU28,2019,
YR,F,LE_0,FI,2019,84.8
YR,F,LE_0,FR,2019,85.9
YR,F,LE_0,HR,2019,81.6
YR,F,LE_0,HU,2019,79.7
YR,F,LE_0,IE,2019,84.7
YR,F,LE_0,IS,2019,84.7
YR,F,LE_0,IT,2019,85.8
YR,F,LE_0,LT,2019,81.2
YR,F,LE_0,LU,2019,85.2
YR,F,LE_0,LV,2019,80.1
YR,F,LE_0,MT,2019,84.6
YR,F,LE_0,NL,2019,83.7
YR,F,LE_0,NO,2019,84.7
YR,F,LE_0,PL,2019,81.9
YR,F,LE_0,PT,2019,84.8
YR,F,LE_0,RO,2019,79.5
YR,F,LE_0,SE,2019,84.8
YR,F,LE_0,SI,2019,84.5
YR,F,LE_0,SK,2019,81.2
YR,F,LE_0,UK,2019,
YR,M,LE_0,AT,2019,79.7
YR,M,LE_0,BE,2019,79.8
YR,M,LE_0,BG,2019,71.6
YR,M,LE_0,CH,2019,82.1
YR,M,LE_0,CY,2019,80.3
YR,M,LE_0,CZ,2019,76.4
YR,M,LE_0,DE,2019,79.0
YR,M,LE_0,DK,2019,79.5
YR,M,LE_0,EE,2019,74.5
YR,M,LE_0,EL,2019,79.2
YR,M,LE_0,ES,2019,81.1
YR,M,LE_0,EU27_2020,2019,78.5
YR,M,LE_0,EU28,2019,
YR,M,LE_0,FI,2019,79.3
YR,M,LE_0,FR,2019,79.9
YR,M,LE_0,HR,2019,75.5
YR,M,LE_0,HU,2019,73.1
YR,M,LE_0,IE,2019,80.8
YR,M,LE_0,IS,2019,81.7
YR,M,LE_0,IT,2019,81.4
YR,M,LE_0,LT,2019,71.6
YR,M,LE_0,LU,2019,80.2
YR,M,LE_0,LV,2019,70.9
YR,M,LE_0,MT,2019,81.2
YR,M,LE_0,NL,2019,80.6
YR,M,LE_0,NO,2019,81.3
YR,M,LE_0,PL,2019,74.1
YR,M,LE_0,PT,2019,78.7
YR,M,LE_0,RO,2019,71.9
YR,M,LE_0,SE,2019,81.5
YR,M,LE_0,SI,2019,78.7
YR,M,LE_0,SK,2019,74.3
YR,M,LE_0,UK,2019,
